,id,label
211,211,1
212,212,2
213,213,2
214,214,2
215,215,2
216,216,0
217,217,1
218,218,2
219,219,2
220,220,2
221,221,0
222,222,1
223,223,1
224,224,2
225,225,1
226,226,2
227,227,2
228,228,2
229,229,1
230,230,2
231,231,2
232,232,0
233,233,1
234,234,2
235,235,2
236,236,2
237,237,2
238,238,1
239,239,1
240,240,1
241,241,2
242,242,2
243,243,0
244,244,2
245,245,2
246,246,2
247,247,1
248,248,1
249,249,1
250,250,2
251,251,1
252,252,1
253,253,1
254,254,2
255,255,1
256,256,1
257,257,0
258,258,2
259,259,1
260,260,1
261,261,2
262,262,2
263,263,1
264,264,2
265,265,1
266,266,2
267,267,0
268,268,0
269,269,2
270,270,2
271,271,0
272,272,0
273,273,1
274,274,1
275,275,1
276,276,0
277,277,2
278,278,0
279,279,1
280,280,2
281,281,1
282,282,1
283,283,1
284,284,1
285,285,1
286,286,1
287,287,2
288,288,1
289,289,0
290,290,1
291,291,0
292,292,1
293,293,2
294,294,2
295,295,2
296,296,1
297,297,1
298,298,1
299,299,1
300,300,2
301,301,1
302,302,1
303,303,0
304,304,1
305,305,2
306,306,0
307,307,0
308,308,2
309,309,1
310,310,0
311,311,2
312,312,1
313,313,1
314,314,2
315,315,2
316,316,1
317,317,2
318,318,1
319,319,2
320,320,0
321,321,2
322,322,1
323,323,2
324,324,1
325,325,2
326,326,1
327,327,2
328,328,1
329,329,1
330,330,1
331,331,0
332,332,2
333,333,0
334,334,2
335,335,1
336,336,2
337,337,1
338,338,2
339,339,2
340,340,0
341,341,1
342,342,0
343,343,1
344,344,1
345,345,2
346,346,2
347,347,1
348,348,1
349,349,1
350,350,1
351,351,0
352,352,0
353,353,1
354,354,2
355,355,1
356,356,0
357,357,1
358,358,1
359,359,0
360,360,0
361,361,1
362,362,2
363,363,1
364,364,2
365,365,2
366,366,1
367,367,2
368,368,1
369,369,2
370,370,2
371,371,1
372,372,0
373,373,0
374,374,0
375,375,1
376,376,2
377,377,1
378,378,1
379,379,0
380,380,1
381,381,2
382,382,1
383,383,2
384,384,0
385,385,0
386,386,2
387,387,1
388,388,2
389,389,1
390,390,2
391,391,0
392,392,1
393,393,2
394,394,1
395,395,2
396,396,2
397,397,0
398,398,1
399,399,1
400,400,0
401,401,2
402,402,2
403,403,0
404,404,2
405,405,2
406,406,2
407,407,2
408,408,2
409,409,2
410,410,0
411,411,0
412,412,0
413,413,2
414,414,2
415,415,2
416,416,2
417,417,2
418,418,2
419,419,1
420,420,1
421,421,0
422,422,2
423,423,1
424,424,1
425,425,2
426,426,0
427,427,1
428,428,2
429,429,1
430,430,1
431,431,1
432,432,0
433,433,0
434,434,2
435,435,2
436,436,0
437,437,2
438,438,1
439,439,2
440,440,2
441,441,0
442,442,0
443,443,2
444,444,0
445,445,1
446,446,2
447,447,1
448,448,2
449,449,1
450,450,1
451,451,2
452,452,0
453,453,1
454,454,2
455,455,1
456,456,1
457,457,1
458,458,2
459,459,0
460,460,0
461,461,0
462,462,0
463,463,1
464,464,0
465,465,1
466,466,2
467,467,1
468,468,1
469,469,0
470,470,2
471,471,1
472,472,1
473,473,1
474,474,0
475,475,2
476,476,1
477,477,2
478,478,0
479,479,2
480,480,2
481,481,2
482,482,2
483,483,1
484,484,1
485,485,2
486,486,1
487,487,1
488,488,0
489,489,1
490,490,0
491,491,1
492,492,2
493,493,1
494,494,2
495,495,1
496,496,2
497,497,1
498,498,1
499,499,1
500,500,0
501,501,1
502,502,1
503,503,1
504,504,1
505,505,1
506,506,0
507,507,1
508,508,2
509,509,2
510,510,2
511,511,0
512,512,1
513,513,2
514,514,2
515,515,1
516,516,2
517,517,2
518,518,2
519,519,2
520,520,0
521,521,2
522,522,1
523,523,0
524,524,0
525,525,2
526,526,1
527,527,0
528,528,2
529,529,1
530,530,2
531,531,0
532,532,0
533,533,2
534,534,1
535,535,2
536,536,1
537,537,1
538,538,0
539,539,2
540,540,2
541,541,1
542,542,1
543,543,1
544,544,1
545,545,2
546,546,1
547,547,0
548,548,1
549,549,2
550,550,1
551,551,2
552,552,1
553,553,1
554,554,1
555,555,1
556,556,2
557,557,1
558,558,1
559,559,1
560,560,1
561,561,2
562,562,1
563,563,2
564,564,2
565,565,1
566,566,0
567,567,1
568,568,1
569,569,1
570,570,1
571,571,1
572,572,2
573,573,2
574,574,1
575,575,1
576,576,1
577,577,1
578,578,2
579,579,2
580,580,1
581,581,2
582,582,2
583,583,1
584,584,2
585,585,1
586,586,0
587,587,1
588,588,2
589,589,2
590,590,2
591,591,1
592,592,2
593,593,0
594,594,0
595,595,0
596,596,2
597,597,1
598,598,1
599,599,2
600,600,0
601,601,1
602,602,2
603,603,2
604,604,2
605,605,1
606,606,1
607,607,1
608,608,0
609,609,1
610,610,0
611,611,2
612,612,0
613,613,1
614,614,2
615,615,1
616,616,2
617,617,1
618,618,2
619,619,2
620,620,2
621,621,0
622,622,2
623,623,1
624,624,1
625,625,1
626,626,2
627,627,1
628,628,2
629,629,0
630,630,2
631,631,1
632,632,2
633,633,1
634,634,1
635,635,0
636,636,0
637,637,2
638,638,1
639,639,1
640,640,2
641,641,2
642,642,1
643,643,2
644,644,1
645,645,2
646,646,2
647,647,1
648,648,0
649,649,1
650,650,1
651,651,2
652,652,1
653,653,1
654,654,2
655,655,1
656,656,0
657,657,1
658,658,1
659,659,0
660,660,2
661,661,0
662,662,2
663,663,1
664,664,0
665,665,0
666,666,2
667,667,1
668,668,1
669,669,2
670,670,2
671,671,1
672,672,2
673,673,1
674,674,2
675,675,0
676,676,1
677,677,1
678,678,0
679,679,1
680,680,2
681,681,1
682,682,1
683,683,0
684,684,1
685,685,0
686,686,0
687,687,1
688,688,0
689,689,2
690,690,1
691,691,0
692,692,2
693,693,2
694,694,1
695,695,2
696,696,1
697,697,1
698,698,1
699,699,1
700,700,2
701,701,1
702,702,2
703,703,2
704,704,1
705,705,0
706,706,1
707,707,0
708,708,2
709,709,1
710,710,1
711,711,1
712,712,1
713,713,0
714,714,1
715,715,1
716,716,0
717,717,2
718,718,2
719,719,1
720,720,2
721,721,2
722,722,1
723,723,2
724,724,0
725,725,2
726,726,0
727,727,1
728,728,1
729,729,2
730,730,2
731,731,1
732,732,0
733,733,2
734,734,0
735,735,2
736,736,2
737,737,1
738,738,1
739,739,2
740,740,1
741,741,1
742,742,2
743,743,2
744,744,1
745,745,0
746,746,1
747,747,2
748,748,1
749,749,1
750,750,1
751,751,1
752,752,2
753,753,1
754,754,1
755,755,1
756,756,1
757,757,2
758,758,2
759,759,1
760,760,2
761,761,1
762,762,2
763,763,1
764,764,1
765,765,1
766,766,1
767,767,1
768,768,1
769,769,2
770,770,2
771,771,1
772,772,1
773,773,1
774,774,1
775,775,2
776,776,0
777,777,1
778,778,1
779,779,2
780,780,2
781,781,2
782,782,1
783,783,0
784,784,0
785,785,0
786,786,1
787,787,1
788,788,1
789,789,1
790,790,1
791,791,0
792,792,1
793,793,2
794,794,0
795,795,1
796,796,2
797,797,0
798,798,1
799,799,2
800,800,2
801,801,0
802,802,2
803,803,0
804,804,1
805,805,1
806,806,2
807,807,1
808,808,2
809,809,0
810,810,0
811,811,0
812,812,0
813,813,2
814,814,1
815,815,2
816,816,1
817,817,1
818,818,1
819,819,1
820,820,2
821,821,1
822,822,1
823,823,1
824,824,2
825,825,2
826,826,1
827,827,1
828,828,0
829,829,1
830,830,2
831,831,0
832,832,2
833,833,2
834,834,1
835,835,1
836,836,1
837,837,1
838,838,0
839,839,1
840,840,0
841,841,0
842,842,0
843,843,1
844,844,1
845,845,1
846,846,0
847,847,2
848,848,0
849,849,2
850,850,1
851,851,0
852,852,1
853,853,1
854,854,0
855,855,1
856,856,1
857,857,2
858,858,1
859,859,0
860,860,0
861,861,1
862,862,1
863,863,2
864,864,1
865,865,0
866,866,1
867,867,0
868,868,0
869,869,1
870,870,0
871,871,2
872,872,0
873,873,2
874,874,1
875,875,1
876,876,1
877,877,1
878,878,1
879,879,1
880,880,0
881,881,0
882,882,1
883,883,1
884,884,1
885,885,1
886,886,0
887,887,2
888,888,2
889,889,1
890,890,0
891,891,2
892,892,2
893,893,2
894,894,1
895,895,1
896,896,1
897,897,2
898,898,2
899,899,1
900,900,2
901,901,0
902,902,0
903,903,2
904,904,2
905,905,0
906,906,2
907,907,2
908,908,2
909,909,2
910,910,2
911,911,1
912,912,1
913,913,2
914,914,2
915,915,1
916,916,0
917,917,2
918,918,1
919,919,2
920,920,1
921,921,1
922,922,2
923,923,2
924,924,2
925,925,2
926,926,1
927,927,2
928,928,2
929,929,1
930,930,0
931,931,1
932,932,2
933,933,1
934,934,0
935,935,2
936,936,1
937,937,0
938,938,0
939,939,2
940,940,1
941,941,2
942,942,1
943,943,2
944,944,2
945,945,2
946,946,0
947,947,1
948,948,2
949,949,0
950,950,2
951,951,0
952,952,0
953,953,1
954,954,1
955,955,1
956,956,1
957,957,2
958,958,1
959,959,2
960,960,1
961,961,2
962,962,1
963,963,2
964,964,1
965,965,0
966,966,1
967,967,1
968,968,1
969,969,2
970,970,1
971,971,1
972,972,2
973,973,1
974,974,1
975,975,1
976,976,1
977,977,2
978,978,2
979,979,1
980,980,2
981,981,2
982,982,0
983,983,1
984,984,1
985,985,2
986,986,1
987,987,1
988,988,2
989,989,1
990,990,2
991,991,2
992,992,2
993,993,1
994,994,1
995,995,2
996,996,2
997,997,2
998,998,1
999,999,1
1000,1000,2
1001,1001,2
1002,1002,0
1003,1003,2
1004,1004,1
1005,1005,1
1006,1006,2
1007,1007,1
1008,1008,2
1009,1009,2
1010,1010,1
1011,1011,1
1012,1012,1
1013,1013,0
1014,1014,2
1015,1015,1
1016,1016,1
1017,1017,1
1018,1018,1
1019,1019,2
1020,1020,0
1021,1021,2
1022,1022,1
1023,1023,1
1024,1024,2
1025,1025,1
1026,1026,1
1027,1027,1
1028,1028,1
1029,1029,1
1030,1030,0
1031,1031,1
1032,1032,1
1033,1033,0
1034,1034,1
1035,1035,2
1036,1036,0
1037,1037,1
1038,1038,1
1039,1039,0
1040,1040,0
1041,1041,2
1042,1042,2
1043,1043,0
1044,1044,0
1045,1045,2
1046,1046,2
1047,1047,1
1048,1048,0
1049,1049,1
1050,1050,2
1051,1051,2
1052,1052,1
1053,1053,2
1054,1054,1
1055,1055,1
1056,1056,0
1057,1057,1
1058,1058,1
1059,1059,0
1060,1060,2
1061,1061,0
1062,1062,2
1063,1063,1
1064,1064,2
1065,1065,1
1066,1066,2
1067,1067,1
1068,1068,0
1069,1069,0
1070,1070,2
1071,1071,0
1072,1072,0
1073,1073,2
1074,1074,2
1075,1075,1
1076,1076,2
1077,1077,1
1078,1078,0
1079,1079,0
1080,1080,0
1081,1081,2
1082,1082,1
1083,1083,2
1084,1084,2
1085,1085,1
1086,1086,2
1087,1087,0
1088,1088,2
1089,1089,1
1090,1090,0
1091,1091,0
1092,1092,2
1093,1093,1
1094,1094,1
1095,1095,1
1096,1096,2
1097,1097,0
1098,1098,1
1099,1099,2
1100,1100,2
1101,1101,2
1102,1102,1
1103,1103,1
1104,1104,1
1105,1105,1
1106,1106,2
1107,1107,0
1108,1108,1
1109,1109,2
1110,1110,2
1111,1111,1
1112,1112,1
1113,1113,2
1114,1114,2
1115,1115,1
1116,1116,1
1117,1117,1
1118,1118,1
1119,1119,1
1120,1120,1
1121,1121,1
1122,1122,2
1123,1123,1
1124,1124,2
1125,1125,1
1126,1126,2
1127,1127,0
1128,1128,1
1129,1129,2
1130,1130,0
1131,1131,2
1132,1132,0
1133,1133,1
1134,1134,2
1135,1135,1
1136,1136,2
1137,1137,0
1138,1138,1
1139,1139,2
1140,1140,2
1141,1141,0
1142,1142,1
1143,1143,2
1144,1144,2
1145,1145,2
1146,1146,1
1147,1147,2
1148,1148,0
1149,1149,2
1150,1150,2
1151,1151,1
1152,1152,1
1153,1153,1
1154,1154,1
1155,1155,0
1156,1156,1
1157,1157,1
1158,1158,2
1159,1159,2
1160,1160,1
1161,1161,1
1162,1162,2
1163,1163,1
1164,1164,1
1165,1165,0
1166,1166,2
1167,1167,2
1168,1168,1
1169,1169,2
1170,1170,1
1171,1171,0
1172,1172,1
1173,1173,2
1174,1174,2
1175,1175,1
1176,1176,1
1177,1177,0
1178,1178,1
1179,1179,0
1180,1180,0
1181,1181,1
1182,1182,2
1183,1183,1
1184,1184,2
1185,1185,1
1186,1186,2
1187,1187,2
1188,1188,2
1189,1189,1
1190,1190,1
1191,1191,0
1192,1192,1
1193,1193,1
1194,1194,1
1195,1195,1
1196,1196,1
1197,1197,0
1198,1198,2
1199,1199,0
1200,1200,1
1201,1201,1
1202,1202,2
1203,1203,1
1204,1204,0
1205,1205,1
1206,1206,2
1207,1207,2
1208,1208,0
1209,1209,1
1210,1210,0
1211,1211,2
1212,1212,2
1213,1213,1
1214,1214,2
1215,1215,2
1216,1216,1
1217,1217,1
1218,1218,1
1219,1219,2
1220,1220,2
1221,1221,1
1222,1222,0
1223,1223,1
1224,1224,0
1225,1225,1
1226,1226,2
1227,1227,1
1228,1228,2
1229,1229,2
1230,1230,2
1231,1231,0
1232,1232,2
1233,1233,1
1234,1234,0
1235,1235,1
1236,1236,1
1237,1237,1
1238,1238,2
1239,1239,2
1240,1240,1
1241,1241,1
1242,1242,2
1243,1243,2
1244,1244,2
1245,1245,1
1246,1246,1
1247,1247,2
1248,1248,2
1249,1249,0
1250,1250,1
1251,1251,1
1252,1252,2
1253,1253,1
1254,1254,2
1255,1255,2
1256,1256,0
1257,1257,1
1258,1258,2
1259,1259,2
1260,1260,2
1261,1261,1
1262,1262,2
1263,1263,1
1264,1264,0
1265,1265,2
1266,1266,1
1267,1267,1
1268,1268,1
1269,1269,1
1270,1270,2
1271,1271,0
1272,1272,0
1273,1273,0
1274,1274,0
1275,1275,0
1276,1276,2
1277,1277,2
1278,1278,1
1279,1279,2
1280,1280,0
1281,1281,0
1282,1282,1
1283,1283,0
1284,1284,2
1285,1285,2
1286,1286,1
1287,1287,2
1288,1288,1
1289,1289,1
1290,1290,2
1291,1291,0
1292,1292,1
1293,1293,0
1294,1294,2
1295,1295,2
1296,1296,1
1297,1297,1
1298,1298,0
1299,1299,1
1300,1300,0
1301,1301,2
1302,1302,2
1303,1303,1
1304,1304,1
1305,1305,0
1306,1306,1
1307,1307,2
1308,1308,1
1309,1309,2
1310,1310,2
1311,1311,2
1312,1312,2
1313,1313,2
1314,1314,2
1315,1315,1
1316,1316,1
1317,1317,1
1318,1318,0
1319,1319,1
1320,1320,2
1321,1321,0
1322,1322,1
1323,1323,2
1324,1324,0
1325,1325,1
1326,1326,2
1327,1327,2
1328,1328,1
1329,1329,1
1330,1330,1
1331,1331,0
1332,1332,1
1333,1333,1
1334,1334,0
1335,1335,2
1336,1336,2
1337,1337,2
1338,1338,1
1339,1339,2
1340,1340,1
1341,1341,1
1342,1342,1
1343,1343,2
1344,1344,1
1345,1345,0
1346,1346,1
1347,1347,2
1348,1348,2
1349,1349,2
1350,1350,2
1351,1351,2
1352,1352,2
1353,1353,1
1354,1354,0
1355,1355,1
1356,1356,1
1357,1357,1
1358,1358,2
1359,1359,1
1360,1360,0
1361,1361,2
1362,1362,1
1363,1363,1
1364,1364,0
1365,1365,1
1366,1366,1
1367,1367,2
1368,1368,0
1369,1369,2
1370,1370,2
1371,1371,0
1372,1372,1
1373,1373,2
1374,1374,0
1375,1375,2
1376,1376,2
1377,1377,2
1378,1378,0
1379,1379,1
1380,1380,1
1381,1381,1
1382,1382,1
1383,1383,1
1384,1384,0
1385,1385,1
1386,1386,1
1387,1387,2
1388,1388,1
1389,1389,0
1390,1390,1
1391,1391,1
1392,1392,0
1393,1393,1
1394,1394,1
1395,1395,0
1396,1396,2
1397,1397,2
1398,1398,2
1399,1399,0
1400,1400,2
1401,1401,2
1402,1402,1
1403,1403,1
1404,1404,1
1405,1405,2
1406,1406,1
1407,1407,1
1408,1408,2
1409,1409,0
1410,1410,1
1411,1411,1
1412,1412,2
1413,1413,2
1414,1414,0
1415,1415,0
1416,1416,2
1417,1417,1
1418,1418,2
1419,1419,0
1420,1420,2
1421,1421,2
1422,1422,1
1423,1423,1
1424,1424,1
1425,1425,1
1426,1426,2
1427,1427,1
1428,1428,2
1429,1429,2
1430,1430,2
1431,1431,2
1432,1432,1
1433,1433,0
1434,1434,2
1435,1435,2
1436,1436,1
1437,1437,1
1438,1438,1
1439,1439,1
1440,1440,0
1441,1441,2
1442,1442,1
1443,1443,2
1444,1444,1
1445,1445,2
1446,1446,0
1447,1447,0
1448,1448,1
1449,1449,1
1450,1450,1
1451,1451,1
1452,1452,1
1453,1453,1
1454,1454,0
1455,1455,2
1456,1456,0
1457,1457,1
1458,1458,1
1459,1459,2
1460,1460,0
1461,1461,1
1462,1462,1
1463,1463,2
1464,1464,2
1465,1465,1
1466,1466,2
1467,1467,2
1468,1468,1
1469,1469,1
1470,1470,2
1471,1471,1
1472,1472,2
1473,1473,2
1474,1474,2
1475,1475,1
1476,1476,1
1477,1477,0
1478,1478,1
1479,1479,1
1480,1480,1
1481,1481,1
1482,1482,0
1483,1483,2
1484,1484,0
1485,1485,2
1486,1486,0
1487,1487,0
1488,1488,0
1489,1489,2
1490,1490,1
1491,1491,1
1492,1492,0
1493,1493,0
1494,1494,2
1495,1495,2
1496,1496,1
1497,1497,1
1498,1498,2
1499,1499,2
1500,1500,1
1501,1501,1
1502,1502,2
1503,1503,1
1504,1504,1
1505,1505,0
1506,1506,1
1507,1507,1
1508,1508,2
1509,1509,1
1510,1510,2
1511,1511,0
1512,1512,2
1513,1513,1
1514,1514,2
1515,1515,0
1516,1516,0
1517,1517,1
1518,1518,1
1519,1519,1
1520,1520,2
1521,1521,2
1522,1522,1
1523,1523,2
1524,1524,2
1525,1525,2
1526,1526,2
1527,1527,0
1528,1528,0
1529,1529,2
1530,1530,2
1531,1531,2
1532,1532,2
1533,1533,1
1534,1534,2
1535,1535,0
1536,1536,1
1537,1537,1
1538,1538,1
1539,1539,1
1540,1540,0
1541,1541,1
1542,1542,0
1543,1543,1
1544,1544,2
1545,1545,1
1546,1546,1
1547,1547,2
1548,1548,0
1549,1549,1
1550,1550,2
1551,1551,1
1552,1552,1
1553,1553,2
1554,1554,0
1555,1555,1
1556,1556,2
1557,1557,0
1558,1558,1
1559,1559,0
1560,1560,1
1561,1561,2
1562,1562,2
1563,1563,0
1564,1564,2
1565,1565,0
1566,1566,1
1567,1567,2
1568,1568,0
1569,1569,1
1570,1570,0
1571,1571,1
1572,1572,0
1573,1573,2
1574,1574,1
1575,1575,1
1576,1576,1
1577,1577,2
1578,1578,1
1579,1579,0
1580,1580,0
1581,1581,0
1582,1582,0
1583,1583,0
1584,1584,2
1585,1585,1
1586,1586,2
1587,1587,2
1588,1588,2
1589,1589,0
1590,1590,2
1591,1591,2
1592,1592,1
1593,1593,1
1594,1594,0
1595,1595,1
1596,1596,0
1597,1597,2
1598,1598,2
1599,1599,1
1600,1600,2
1601,1601,1
1602,1602,2
1603,1603,1
1604,1604,0
1605,1605,1
1606,1606,1
1607,1607,2
1608,1608,0
1609,1609,2
1610,1610,1
1611,1611,1
1612,1612,2
1613,1613,1
1614,1614,0
1615,1615,2
1616,1616,0
1617,1617,2
1618,1618,0
1619,1619,0
1620,1620,1
1621,1621,1
1622,1622,0
1623,1623,1
1624,1624,1
1625,1625,1
1626,1626,1
1627,1627,1
1628,1628,1
1629,1629,1
1630,1630,1
1631,1631,0
1632,1632,2
1633,1633,2
1634,1634,1
1635,1635,2
1636,1636,0
1637,1637,0
1638,1638,1
1639,1639,1
1640,1640,2
1641,1641,1
1642,1642,1
1643,1643,2
1644,1644,0
1645,1645,1
1646,1646,2
1647,1647,2
1648,1648,1
1649,1649,0
1650,1650,1
1651,1651,1
1652,1652,1
1653,1653,2
1654,1654,0
1655,1655,1
1656,1656,2
1657,1657,0
1658,1658,0
1659,1659,2
1660,1660,0
1661,1661,0
1662,1662,1
1663,1663,0
1664,1664,1
1665,1665,1
1666,1666,2
1667,1667,2
1668,1668,1
1669,1669,0
1670,1670,1
1671,1671,1
1672,1672,2
1673,1673,1
1674,1674,0
1675,1675,2
1676,1676,0
1677,1677,0
1678,1678,0
1679,1679,1
1680,1680,2
1681,1681,0
1682,1682,2
1683,1683,1
1684,1684,1
1685,1685,1
1686,1686,1
1687,1687,2
1688,1688,2
1689,1689,1
1690,1690,0
1691,1691,2
1692,1692,2
1693,1693,1
1694,1694,1
1695,1695,1
1696,1696,2
1697,1697,2
1698,1698,1
1699,1699,1
1700,1700,2
1701,1701,0
1702,1702,1
1703,1703,2
1704,1704,0
1705,1705,0
1706,1706,1
1707,1707,1
1708,1708,1
1709,1709,2
1710,1710,1
1711,1711,1
1712,1712,2
1713,1713,1
1714,1714,2
1715,1715,2
1716,1716,0
1717,1717,0
1718,1718,1
1719,1719,1
1720,1720,1
1721,1721,2
1722,1722,1
1723,1723,1
1724,1724,2
1725,1725,2
1726,1726,1
1727,1727,0
1728,1728,1
1729,1729,1
1730,1730,1
1731,1731,2
1732,1732,0
1733,1733,2
1734,1734,2
1735,1735,0
1736,1736,1
1737,1737,2
1738,1738,1
1739,1739,2
1740,1740,2
1741,1741,1
1742,1742,1
1743,1743,1
1744,1744,0
1745,1745,1
1746,1746,2
1747,1747,0
1748,1748,1
1749,1749,1
1750,1750,1
1751,1751,1
1752,1752,1
1753,1753,1
1754,1754,2
1755,1755,0
1756,1756,1
1757,1757,2
1758,1758,1
1759,1759,2
1760,1760,1
1761,1761,1
1762,1762,1
1763,1763,2
1764,1764,1
1765,1765,0
1766,1766,0
1767,1767,2
1768,1768,2
1769,1769,2
1770,1770,1
1771,1771,0
1772,1772,2
1773,1773,2
1774,1774,1
1775,1775,2
1776,1776,1
1777,1777,1
1778,1778,1
1779,1779,1
1780,1780,2
1781,1781,0
1782,1782,0
1783,1783,2
1784,1784,2
1785,1785,0
1786,1786,0
1787,1787,0
1788,1788,1
1789,1789,0
1790,1790,1
1791,1791,1
1792,1792,1
1793,1793,2
1794,1794,1
1795,1795,1
1796,1796,2
1797,1797,0
1798,1798,2
1799,1799,0
1800,1800,2
1801,1801,2
1802,1802,0
1803,1803,1
1804,1804,1
1805,1805,2
1806,1806,1
1807,1807,2
1808,1808,1
1809,1809,2
1810,1810,2
1811,1811,2
1812,1812,1
1813,1813,1
1814,1814,1
1815,1815,1
1816,1816,2
1817,1817,0
1818,1818,1
1819,1819,1
1820,1820,0
1821,1821,0
1822,1822,2
1823,1823,1
1824,1824,1
1825,1825,2
1826,1826,1
1827,1827,1
1828,1828,0
1829,1829,1
1830,1830,1
1831,1831,2
1832,1832,1
1833,1833,0
1834,1834,2
1835,1835,2
1836,1836,0
1837,1837,0
1838,1838,2
1839,1839,0
1840,1840,2
1841,1841,2
1842,1842,2
1843,1843,1
1844,1844,1
1845,1845,1
1846,1846,1
1847,1847,0
1848,1848,1
1849,1849,2
1850,1850,1
1851,1851,2
1852,1852,1
1853,1853,0
1854,1854,2
1855,1855,1
1856,1856,2
1857,1857,1
1858,1858,1
1859,1859,1
1860,1860,2
1861,1861,0
1862,1862,2
1863,1863,2
1864,1864,2
1865,1865,2
1866,1866,1
1867,1867,0
1868,1868,0
1869,1869,2
1870,1870,1
1871,1871,2
1872,1872,1
1873,1873,0
1874,1874,1
1875,1875,0
1876,1876,2
1877,1877,1
1878,1878,2
1879,1879,1
1880,1880,1
1881,1881,1
1882,1882,1
1883,1883,0
1884,1884,2
1885,1885,1
1886,1886,1
1887,1887,1
1888,1888,2
1889,1889,2
1890,1890,0
1891,1891,2
1892,1892,2
1893,1893,2
1894,1894,1
1895,1895,1
1896,1896,1
1897,1897,2
1898,1898,0
1899,1899,0
1900,1900,2
1901,1901,1
1902,1902,0
1903,1903,2
1904,1904,1
1905,1905,1
1906,1906,2
1907,1907,2
1908,1908,2
1909,1909,2
1910,1910,1
1911,1911,0
1912,1912,1
1913,1913,2
1914,1914,2
1915,1915,2
1916,1916,0
1917,1917,1
1918,1918,1
1919,1919,2
1920,1920,2
1921,1921,1
1922,1922,2
1923,1923,2
1924,1924,2
1925,1925,1
1926,1926,2
1927,1927,1
1928,1928,1
1929,1929,1
1930,1930,2
1931,1931,0
1932,1932,2
1933,1933,1
1934,1934,1
1935,1935,2
1936,1936,1
1937,1937,0
1938,1938,2
1939,1939,1
1940,1940,2
1941,1941,1
1942,1942,2
1943,1943,0
1944,1944,0
1945,1945,0
1946,1946,0
1947,1947,0
1948,1948,1
1949,1949,1
1950,1950,0
1951,1951,1
1952,1952,0
1953,1953,1
1954,1954,1
1955,1955,0
1956,1956,1
1957,1957,1
1958,1958,2
1959,1959,2
1960,1960,0
1961,1961,2
1962,1962,1
1963,1963,1
1964,1964,0
1965,1965,1
1966,1966,1
1967,1967,1
1968,1968,2
1969,1969,2
1970,1970,1
1971,1971,2
1972,1972,1
1973,1973,1
1974,1974,1
1975,1975,0
1976,1976,1
1977,1977,1
1978,1978,1
1979,1979,1
1980,1980,1
1981,1981,0
1982,1982,1
1983,1983,2
1984,1984,2
1985,1985,2
1986,1986,2
1987,1987,0
1988,1988,1
1989,1989,1
1990,1990,2
1991,1991,0
1992,1992,1
1993,1993,1
1994,1994,0
1995,1995,1
1996,1996,0
1997,1997,2
