id,label
813,0
814,0
815,1
816,0
817,0
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,1
832,1
833,0
834,1
835,0
836,0
837,1
838,0
839,1
840,0
841,1
842,1
843,1
844,0
845,1
846,1
847,1
848,1
849,0
850,0
851,1
852,1
853,0
854,1
855,1
856,1
857,0
858,1
859,0
860,0
861,0
862,0
863,0
864,0
865,1
866,1
867,1
868,0
869,0
870,0
871,0
872,1
873,1
874,0
875,0
876,1
877,0
878,0
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,0
887,1
888,1
889,0
890,1
891,0
892,1
893,0
894,1
895,1
896,0
897,1
898,0
899,1
900,0
901,1
902,0
903,0
904,1
905,1
906,1
907,0
908,1
909,1
910,0
911,1
912,1
913,1
914,0
915,1
916,1
917,1
918,1
919,1
920,1
921,0
922,1
923,1
924,1
925,1
926,1
927,1
928,0
929,0
930,0
931,1
932,1
933,1
934,0
935,1
936,1
937,1
938,1
939,1
940,1
941,0
942,1
943,1
944,0
945,0
946,0
947,0
948,1
949,0
950,1
951,1
952,0
953,0
954,0
955,1
956,0
957,1
958,0
959,0
960,1
961,1
962,0
963,0
964,1
965,1
966,0
967,1
968,0
969,1
970,1
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,1
984,0
985,0
986,0
987,1
988,0
989,1
990,1
991,0
992,1
993,1
994,1
995,1
996,0
997,0
998,1
999,0
1000,0
1001,1
1002,1
1003,0
1004,0
1005,0
1006,0
1007,1
1008,1
1009,1
1010,0
1011,0
1012,0
1013,1
1014,0
1015,0
1016,1
1017,0
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,0
1025,0
1026,1
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,0
1035,1
1036,1
1037,1
1038,0
1039,0
1040,1
1041,0
1042,0
1043,0
1044,1
1045,1
1046,1
1047,0
1048,1
1049,1
1050,1
1051,1
1052,0
1053,0
1054,1
1055,1
1056,0
1057,0
1058,1
1059,0
1060,1
1061,1
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,1
1069,0
1070,0
1071,1
1072,1
1073,1
1074,0
1075,1
1076,0
1077,1
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,0
1086,0
1087,1
1088,1
1089,0
1090,1
1091,0
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,0
1100,1
1101,0
1102,1
1103,1
1104,1
1105,0
1106,1
1107,0
1108,1
1109,1
1110,0
1111,1
1112,0
1113,0
1114,0
1115,0
1116,0
1117,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,1
1127,1
1128,0
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,0
1137,1
1138,0
1139,0
1140,1
1141,0
1142,1
1143,0
1144,0
1145,1
1146,0
1147,0
1148,0
1149,0
1150,0
1151,1
1152,0
1153,0
1154,0
1155,1
1156,0
1157,0
1158,0
1159,1
1160,1
1161,1
1162,1
1163,0
1164,1
1165,0
1166,1
1167,1
1168,1
1169,0
1170,1
1171,0
1172,1
1173,1
1174,1
1175,0
1176,1
1177,1
1178,1
1179,1
1180,0
1181,0
1182,1
1183,0
1184,1
1185,1
1186,0
1187,0
1188,0
1189,0
1190,0
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,0
1200,1
1201,0
1202,1
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,0
1214,0
1215,1
1216,0
1217,0
1218,1
1219,1
1220,1
1221,1
1222,0
1223,1
1224,0
1225,0
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,0
1233,1
1234,0
1235,0
1236,1
1237,1
1238,1
1239,1
1240,0
1241,1
1242,0
1243,1
1244,0
1245,0
1246,0
1247,1
1248,1
1249,1
1250,0
1251,1
1252,0
1253,0
1254,1
1255,1
1256,1
1257,0
1258,1
1259,0
1260,1
1261,0
1262,0
1263,0
1264,0
1265,1
1266,0
1267,0
1268,1
1269,1
1270,0
1271,0
1272,1
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,1
1280,0
1281,0
1282,0
1283,1
1284,1
1285,1
1286,0
1287,1
1288,0
1289,1
1290,0
1291,1
1292,0
1293,0
1294,1
1295,0
1296,1
1297,1
1298,0
1299,1
1300,0
1301,1
1302,1
1303,0
1304,0
1305,0
1306,1
1307,0
1308,1
1309,0
1310,0
1311,1
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,1
1327,0
1328,1
1329,1
1330,0
1331,1
1332,0
1333,1
1334,0
1335,1
1336,1
1337,0
1338,1
1339,1
1340,1
1341,0
1342,1
1343,0
1344,0
1345,1
1346,0
1347,1
1348,0
1349,1
1350,1
1351,1
1352,1
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,1
1362,1
1363,1
1364,0
1365,0
1366,1
1367,0
1368,0
1369,0
1370,1
1371,1
1372,1
1373,1
1374,1
1375,0
1376,0
1377,0
1378,1
1379,1
1380,0
1381,1
1382,1
1383,0
1384,0
1385,1
1386,1
1387,0
1388,0
1389,0
1390,1
1391,0
1392,1
1393,0
1394,0
1395,0
1396,1
1397,1
1398,1
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,1
1407,0
1408,0
1409,1
1410,0
1411,0
1412,1
1413,0
1414,1
1415,0
1416,1
1417,0
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,0
1425,0
1426,1
1427,1
1428,1
1429,1
1430,1
1431,0
1432,1
1433,1
1434,0
1435,1
1436,1
1437,0
1438,0
1439,1
1440,0
1441,0
1442,0
1443,0
1444,0
1445,1
1446,0
1447,1
1448,0
1449,0
1450,0
1451,0
1452,0
1453,1
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,0
1467,1
1468,0
1469,1
1470,1
1471,0
1472,1
1473,0
1474,0
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,1
1482,1
1483,0
1484,1
1485,1
1486,1
1487,0
1488,0
1489,0
1490,1
1491,0
1492,0
1493,0
1494,0
1495,0
1496,1
1497,0
1498,0
1499,0
1500,0
1501,1
1502,1
1503,0
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,0
1513,0
1514,0
1515,1
1516,0
1517,1
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,0
1525,1
1526,1
1527,0
1528,0
1529,0
1530,1
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,1
1538,0
1539,0
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,0
1547,1
1548,0
1549,1
1550,1
1551,0
1552,1
1553,1
1554,1
1555,0
1556,1
1557,0
1558,0
1559,1
1560,1
1561,0
1562,1
1563,0
1564,0
1565,1
1566,0
1567,0
1568,0
1569,0
1570,0
1571,1
1572,1
1573,1
1574,1
1575,0
1576,1
1577,1
1578,1
1579,0
1580,0
1581,1
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,1
1591,0
1592,0
1593,0
1594,0
1595,1
1596,1
1597,0
1598,0
1599,1
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,1
1608,0
1609,1
1610,1
1611,0
1612,1
1613,0
1614,0
1615,1
1616,1
1617,0
1618,0
1619,1
1620,1
1621,0
1622,1
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,0
1641,0
1642,1
1643,0
1644,0
1645,1
1646,0
1647,1
1648,0
1649,0
1650,1
1651,0
1652,0
1653,0
1654,1
1655,1
1656,1
1657,0
1658,1
1659,1
1660,0
1661,1
1662,1
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,0
1672,1
1673,0
1674,1
1675,1
1676,1
1677,1
1678,1
1679,0
1680,0
1681,1
1682,1
1683,0
1684,0
1685,0
1686,1
1687,1
1688,1
1689,1
1690,0
1691,0
1692,1
1693,1
1694,0
1695,1
1696,0
1697,1
1698,1
1699,1
1700,1
1701,0
1702,1
1703,0
1704,1
1705,0
1706,1
1707,1
1708,0
1709,1
1710,1
1711,1
1712,1
1713,1
1714,0
1715,1
1716,0
1717,0
1718,0
1719,1
1720,1
1721,0
1722,0
1723,0
1724,0
1725,1
1726,1
1727,0
1728,1
1729,0
1730,0
1731,1
1732,0
1733,0
1734,1
1735,0
1736,0
1737,0
1738,1
1739,0
1740,1
1741,1
1742,1
1743,1
1744,1
1745,0
1746,0
1747,0
1748,0
1749,1
1750,1
1751,1
1752,0
1753,0
1754,1
1755,1
1756,1
1757,0
1758,0
1759,1
1760,1
1761,1
1762,0
1763,0
1764,0
1765,1
1766,0
1767,1
1768,1
1769,0
1770,0
1771,0
1772,0
1773,0
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,0
1785,1
1786,1
1787,1
1788,1
1789,1
1790,0
1791,1
1792,1
1793,1
1794,1
1795,0
1796,0
1797,1
1798,0
1799,0
1800,0
1801,1
1802,0
1803,1
1804,0
1805,0
1806,1
1807,1
1808,1
1809,1
1810,0
1811,0
1812,0
1813,0
1814,0
1815,1
1816,1
1817,0
1818,1
1819,1
1820,1
1821,1
1822,0
1823,1
1824,0
1825,0
1826,1
1827,0
1828,0
1829,0
1830,0
1831,0
1832,1
1833,1
1834,1
1835,0
1836,1
1837,0
1838,0
1839,0
1840,0
1841,1
1842,1
1843,1
1844,0
1845,0
1846,1
1847,1
1848,1
1849,1
1850,0
1851,1
1852,0
1853,1
1854,1
1855,0
1856,0
1857,0
1858,1
1859,1
1860,0
1861,0
1862,1
1863,0
1864,1
1865,0
1866,1
1867,1
1868,0
1869,0
1870,0
1871,1
1872,0
1873,0
1874,1
1875,1
1876,1
1877,1
1878,0
1879,0
1880,1
1881,0
1882,0
1883,0
1884,1
1885,0
1886,1
1887,0
1888,0
1889,1
1890,1
1891,0
1892,1
1893,0
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,0
1905,0
1906,1
1907,1
1908,1
1909,0
1910,0
1911,1
1912,1
1913,1
1914,0
1915,1
1916,1
1917,0
1918,0
1919,1
1920,1
1921,1
1922,0
1923,0
1924,0
1925,1
1926,1
1927,0
1928,1
1929,1
1930,0
1931,1
1932,0
1933,0
1934,1
1935,0
1936,0
1937,0
1938,1
1939,0
1940,0
1941,1
1942,1
1943,1
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,1
1951,1
1952,1
1953,1
1954,0
1955,0
1956,1
1957,0
1958,0
1959,1
1960,0
1961,1
1962,1
1963,0
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,0
1971,1
1972,0
1973,1
1974,1
1975,0
1976,0
1977,0
1978,1
1979,0
1980,0
1981,0
1982,0
1983,0
1984,1
1985,1
1986,1
1987,0
1988,1
1989,0
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,0
1997,0
1998,0
1999,0
2000,1
2001,0
2002,1
2003,0
2004,0
2005,0
2006,1
2007,1
2008,1
2009,1
2010,0
2011,0
2012,0
2013,0
2014,1
2015,0
2016,1
2017,1
2018,0
2019,1
2020,1
2021,1
2022,0
2023,0
2024,1
2025,0
2026,1
2027,0
2028,0
2029,1
2030,1
2031,1
2032,1
2033,0
2034,1
2035,1
2036,1
2037,1
2038,0
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,0
2046,0
2047,0
2048,0
2049,1
2050,1
2051,0
2052,0
2053,1
2054,1
2055,0
2056,1
2057,1
2058,0
2059,1
2060,1
2061,0
2062,0
2063,0
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2073,0
2074,0
2075,1
2076,1
2077,1
2078,1
2079,1
2080,0
2081,0
2082,1
2083,0
2084,1
2085,1
2086,1
2087,0
2088,1
2089,1
2090,0
2091,1
2092,0
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,0
2101,1
2102,0
2103,1
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,1
2111,1
2112,1
2113,1
2114,0
2115,0
2116,1
2117,1
2118,1
2119,0
2120,1
2121,1
2122,1
2123,0
2124,0
2125,0
2126,0
2127,1
2128,0
2129,1
2130,0
2131,1
2132,0
2133,0
2134,1
2135,0
2136,1
2137,1
2138,0
2139,1
2140,1
2141,0
2142,0
2143,1
2144,1
2145,1
2146,0
2147,0
2148,1
2149,0
2150,1
2151,1
2152,0
2153,0
2154,0
2155,1
2156,1
2157,0
2158,0
2159,1
2160,0
2161,0
2162,0
2163,0
2164,1
2165,0
2166,1
2167,1
2168,1
2169,1
2170,1
2171,1
2172,0
2173,0
2174,0
2175,1
2176,0
2177,1
2178,0
2179,0
2180,1
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,1
2190,1
2191,0
2192,0
2193,1
2194,1
2195,0
2196,0
2197,0
2198,0
2199,1
2200,0
2201,1
2202,0
2203,0
2204,1
2205,1
2206,0
2207,0
2208,0
2209,1
2210,1
2211,1
2212,0
2213,1
2214,0
2215,0
2216,1
2217,0
2218,0
2219,1
2220,1
2221,0
2222,1
2223,1
2224,0
2225,1
2226,1
2227,1
2228,0
2229,0
2230,1
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,1
2241,0
2242,1
2243,0
2244,0
2245,0
2246,0
2247,0
2248,1
2249,0
2250,1
2251,1
2252,1
2253,1
2254,0
2255,1
2256,0
2257,0
2258,0
2259,1
2260,1
2261,1
2262,1
2263,1
2264,0
2265,0
2266,0
2267,1
2268,0
2269,1
2270,1
2271,1
2272,0
2273,1
2274,1
2275,0
2276,1
2277,0
2278,0
2279,1
2280,0
2281,1
2282,1
2283,0
2284,0
2285,1
2286,1
2287,1
2288,0
2289,1
2290,0
2291,1
2292,0
2293,0
2294,0
2295,1
2296,0
2297,1
2298,1
2299,0
2300,1
2301,0
2302,0
2303,0
2304,1
2305,0
2306,1
2307,1
2308,1
2309,1
2310,1
2311,1
2312,0
2313,0
2314,1
2315,0
2316,1
2317,1
2318,0
2319,1
2320,1
2321,1
2322,0
2323,0
2324,0
2325,0
2326,1
2327,0
2328,1
2329,1
2330,0
2331,0
2332,0
2333,0
2334,1
2335,0
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,1
2343,0
2344,1
2345,0
2346,1
2347,0
2348,0
2349,0
2350,0
2351,1
2352,1
2353,1
2354,1
2355,1
2356,1
2357,0
2358,0
2359,1
2360,0
2361,1
2362,1
2363,1
2364,0
2365,1
2366,0
2367,1
2368,1
2369,1
2370,0
2371,1
2372,1
2373,0
2374,0
2375,1
2376,0
2377,0
2378,1
2379,1
2380,0
2381,0
2382,0
2383,1
2384,1
2385,0
2386,0
2387,0
2388,0
2389,0
2390,1
2391,0
2392,0
2393,0
2394,0
2395,0
2396,1
2397,0
2398,1
2399,0
2400,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,1
2407,1
2408,0
2409,1
2410,0
2411,1
2412,0
2413,1
2414,0
2415,1
2416,0
2417,0
2418,0
2419,1
2420,1
2421,1
2422,1
2423,0
2424,1
2425,1
2426,1
2427,0
2428,1
2429,0
2430,0
2431,1
2432,1
2433,0
2434,1
2435,1
2436,1
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,1
2445,1
2446,1
2447,0
2448,0
2449,0
2450,1
2451,0
2452,1
2453,0
2454,0
2455,1
2456,1
2457,1
2458,1
2459,0
2460,1
2461,1
2462,0
2463,1
2464,0
2465,1
2466,1
2467,1
2468,0
2469,1
2470,1
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,1
2478,0
2479,1
2480,0
2481,1
2482,0
2483,0
2484,0
2485,0
2486,0
2487,1
2488,1
2489,0
2490,1
2491,1
2492,1
2493,1
2494,0
2495,1
2496,0
2497,0
2498,0
2499,1
2500,0
2501,0
2502,1
2503,1
2504,1
2505,0
2506,1
2507,1
2508,1
2509,0
2510,0
2511,0
2512,0
2513,0
2514,1
2515,1
2516,1
2517,0
2518,1
2519,1
2520,0
2521,0
2522,0
2523,0
2524,1
2525,1
2526,0
2527,0
2528,1
2529,0
2530,0
2531,1
2532,0
2533,0
2534,0
2535,1
2536,1
2537,0
2538,0
2539,1
2540,1
2541,0
2542,0
2543,1
2544,0
2545,0
2546,1
2547,1
2548,1
2549,1
2550,1
2551,0
2552,1
2553,1
2554,1
2555,0
2556,0
2557,0
2558,1
2559,1
2560,0
2561,0
2562,0
2563,1
2564,0
2565,1
2566,1
2567,1
2568,0
2569,0
2570,1
2571,0
2572,0
2573,0
2574,1
2575,0
2576,0
2577,1
2578,0
2579,1
2580,1
2581,1
2582,0
2583,1
2584,1
2585,0
2586,1
2587,1
2588,1
2589,0
2590,0
2591,1
2592,0
2593,0
2594,0
2595,0
2596,1
2597,1
2598,0
2599,0
2600,1
2601,1
2602,0
2603,1
2604,0
2605,0
2606,0
2607,0
2608,1
2609,0
2610,0
2611,1
2612,1
2613,0
2614,0
2615,1
2616,0
2617,1
2618,0
2619,1
2620,0
2621,0
2622,1
2623,1
2624,1
2625,1
2626,0
2627,1
2628,1
2629,1
2630,0
2631,0
2632,1
2633,0
2634,1
2635,0
2636,0
2637,1
2638,1
2639,0
2640,1
2641,1
2642,0
2643,0
2644,0
2645,1
2646,0
2647,0
2648,0
2649,1
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,1
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,1
2665,0
2666,1
2667,0
2668,1
2669,1
2670,0
2671,1
2672,0
2673,1
2674,0
2675,0
2676,1
2677,1
2678,0
2679,0
2680,0
2681,1
2682,0
2683,1
2684,1
2685,0
2686,1
2687,1
2688,0
2689,0
2690,0
2691,1
2692,0
2693,0
2694,0
2695,0
2696,1
2697,0
2698,0
2699,0
2700,1
2701,0
2702,1
2703,0
2704,0
2705,1
2706,0
2707,0
2708,1
2709,0
2710,1
2711,0
2712,1
2713,1
2714,1
2715,1
2716,1
2717,0
2718,1
2719,0
2720,0
2721,1
2722,0
2723,0
2724,1
2725,0
2726,0
2727,1
2728,0
2729,1
2730,1
2731,0
2732,1
2733,1
2734,1
2735,1
2736,1
2737,0
2738,0
2739,0
2740,1
2741,1
2742,1
2743,0
2744,1
2745,0
2746,0
2747,1
2748,1
2749,0
2750,1
2751,0
2752,1
2753,0
2754,0
2755,1
2756,0
2757,0
2758,0
2759,0
2760,1
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,1
2769,1
2770,0
2771,0
2772,1
2773,0
2774,0
2775,1
2776,1
2777,1
2778,0
2779,0
2780,1
2781,1
2782,0
2783,1
2784,1
2785,1
2786,0
2787,1
2788,1
2789,0
2790,0
2791,1
2792,0
2793,0
2794,0
2795,1
2796,0
2797,0
2798,0
2799,1
2800,0
2801,0
2802,0
2803,1
2804,0
2805,0
2806,0
2807,0
2808,1
2809,1
2810,1
2811,1
2812,0
2813,1
2814,0
2815,1
2816,0
2817,0
2818,0
2819,0
2820,1
2821,1
2822,0
2823,1
2824,1
2825,0
2826,1
2827,1
2828,0
2829,0
2830,1
2831,1
2832,0
2833,1
2834,1
2835,0
2836,0
2837,0
2838,0
2839,1
2840,0
2841,0
2842,0
2843,0
2844,0
2845,1
2846,1
2847,0
2848,0
2849,1
2850,1
2851,1
2852,1
2853,1
2854,0
2855,0
2856,0
2857,0
2858,1
2859,1
2860,1
2861,0
2862,0
2863,1
2864,0
2865,0
2866,1
2867,1
2868,1
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,1
2877,1
2878,1
2879,1
2880,0
2881,0
2882,0
2883,0
2884,0
2885,1
2886,0
2887,0
2888,1
2889,0
2890,0
2891,0
2892,1
2893,1
2894,1
2895,1
2896,0
2897,0
2898,0
2899,1
2900,0
2901,1
2902,1
2903,1
2904,0
2905,0
2906,0
2907,0
2908,1
2909,0
2910,0
2911,0
2912,1
2913,1
2914,1
2915,0
2916,1
2917,1
2918,1
2919,0
2920,1
2921,0
2922,0
2923,1
2924,0
2925,0
2926,0
2927,1
2928,0
2929,1
2930,1
2931,1
2932,1
2933,0
2934,1
2935,0
2936,1
2937,1
2938,1
2939,0
2940,1
2941,1
2942,0
2943,1
2944,0
2945,0
2946,1
2947,1
2948,0
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,1
2962,1
2963,0
2964,1
2965,0
2966,0
2967,0
2968,1
2969,0
2970,1
2971,0
2972,1
2973,0
2974,1
2975,1
2976,1
2977,0
2978,1
2979,0
2980,0
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,0
2988,1
2989,1
2990,1
2991,0
2992,0
2993,0
2994,1
2995,0
2996,1
2997,0
